"index","date","location","speed","position","daytime","weather","class","source direction","mic","channel"
"2634","2019-11-12-09-00","Schleusinger-Allee","70","2391608","M","W","C","L","SE","34"
"2635","2019-11-13-15-55","Schleusinger-Allee","70","1117245","A","D","C","R","SE","34"
"2636","2019-11-13-08-00","Schleusinger-Allee","70","2671917","M","W","C","L","SE","34"
"2637","2020-08-29-16-07","Hohenwarte","unknown","728740","M","D","M","R","SE","12"
"2638","2020-08-29-14-02","Hohenwarte","unknown","5307993","M","D","M","R","SE","12"
"2639","2019-10-23-08-35","Fraunhofer-IDMT","30","2489368","M","D","C","L","SE","34"
"2640","2019-11-12-09-00","Schleusinger-Allee","70","1423480","M","W","C","L","SE","34"
"2641","2020-08-29-10-02","Hohenwarte","unknown","2594726","M","D","M","R","SE","12"
"2642","2019-10-23-08-35","Fraunhofer-IDMT","30","1180760","M","D","C","R","SE","34"
"2643","2019-11-18-07-25","Langewiesener-Strasse","50","1064791","M","D","B","L","SE","34"
"2644","2019-10-22-16-35","Fraunhofer-IDMT","30","1419202","A","D","T","L","SE","34"
"2645","2019-10-23-08-35","Fraunhofer-IDMT","30","1701656","M","D","C","R","SE","34"
"2646","2019-11-12-09-00","Schleusinger-Allee","70","1806392","M","W","T","L","SE","34"
"2647","2019-11-18-15-45","Langewiesener-Strasse","50","1240941","A","D","C","L","SE","34"
"2648","2020-08-29-14-02","Hohenwarte","unknown","33500","M","D","M","R","SE","12"
"2649","2019-11-19-15-25","Langewiesener-Strasse","50","2398744","A","D","C","R","SE","34"
"2650","2019-11-18-15-45","Langewiesener-Strasse","50","1339480","A","D","C","L","SE","34"
"2651","2019-11-12-09-00","Schleusinger-Allee","70","3257496","M","W","C","L","SE","34"
"2652","2019-11-12-16-00","Schleusinger-Allee","70","1658744","A","W","C","R","SE","34"
"2653","2019-11-19-08-30","Langewiesener-Strasse","50","793448","M","D","C","R","SE","34"
"2654","2019-11-18-16-40","Langewiesener-Strasse","50","92408","A","D","C","L","SE","34"
"2655","2019-11-13-08-00","Schleusinger-Allee","70","2353592","M","W","C","L","SE","34"
"2656","2019-10-22-08-40","Fraunhofer-IDMT","30","174573","M","D","C","L","SE","34"
"2657","2019-11-19-15-25","Langewiesener-Strasse","50","1770264","A","D","C","L","SE","34"
"2658","2019-11-19-15-25","Langewiesener-Strasse","50","2437250","A","D","C","R","SE","34"
"2659","2019-11-19-08-30","Langewiesener-Strasse","50","679064","M","D","C","R","SE","34"
"2660","2019-11-19-07-25","Langewiesener-Strasse","50","3217544","M","D","T","L","SE","34"
"2661","2019-11-12-10-00","Schleusinger-Allee","70","670253","M","W","C","L","SE","34"
"2662","2019-11-12-16-00","Schleusinger-Allee","70","170360","A","W","C","R","SE","34"
"2663","2019-11-13-15-30","Schleusinger-Allee","70","855576","A","D","C","R","SE","34"
"2664","2019-11-18-16-40","Langewiesener-Strasse","50","2370077","A","D","C","L","SE","34"
"2665","2019-11-13-08-00","Schleusinger-Allee","70","985592","M","W","C","R","SE","34"
"2666","2019-11-12-09-00","Schleusinger-Allee","70","1310061","M","W","C","L","SE","34"
"2667","2019-11-12-16-00","Schleusinger-Allee","70","472568","A","W","C","R","SE","34"
"2668","2019-11-19-15-25","Langewiesener-Strasse","50","2392941","A","D","T","L","SE","34"
"2669","2019-11-19-15-25","Langewiesener-Strasse","50","2966936","A","D","C","R","SE","34"
"2670","2020-08-29-12-07","Hohenwarte","unknown","501875","M","D","M","R","SE","12"
"2671","2020-08-29-16-07","Hohenwarte","unknown","1661983","M","D","M","L","SE","12"
"2672","2019-11-13-08-00","Schleusinger-Allee","70","1207112","M","W","C","L","SE","34"
"2673","2019-11-18-16-40","Langewiesener-Strasse","50","291096","A","D","C","L","SE","34"
"2674","2019-11-13-15-55","Schleusinger-Allee","70","2076461","A","D","C","L","SE","34"
"2675","2019-11-12-10-00","Schleusinger-Allee","70","352808","M","W","C","R","SE","34"
"2676","2019-11-19-15-25","Langewiesener-Strasse","50","1841384","A","D","B","R","SE","34"
"2677","2019-11-18-15-45","Langewiesener-Strasse","50","2640704","A","D","C","R","SE","34"
"2678","2019-11-13-15-55","Schleusinger-Allee","70","2558402","A","D","C","R","SE","34"
"2679","2019-11-19-15-25","Langewiesener-Strasse","50","179693","A","D","C","R","SE","34"
"2680","2020-08-29-16-07","Hohenwarte","unknown","3015246","M","D","M","L","SE","12"
"2681","2019-11-13-15-55","Schleusinger-Allee","70","928226","A","D","T","L","SE","34"
"2682","2019-11-19-15-25","Langewiesener-Strasse","50","1133272","A","D","C","L","SE","34"
"2683","2019-11-18-16-40","Langewiesener-Strasse","50","1157816","A","D","C","R","SE","34"
"2684","2019-10-22-08-40","Fraunhofer-IDMT","30","3101549","M","D","C","R","SE","34"
"2685","2019-11-18-07-25","Langewiesener-Strasse","50","1428248","M","D","C","R","SE","34"
"2686","2019-10-22-08-40","Fraunhofer-IDMT","30","1266200","M","D","C","R","SE","34"
"2687","2019-11-18-15-45","Langewiesener-Strasse","50","2471623","A","D","C","L","SE","34"
"2688","2020-08-29-14-02","Hohenwarte","unknown","38152","M","D","M","R","SE","12"
"2689","2019-11-19-16-30","Langewiesener-Strasse","50","449528","A","D","C","R","SE","34"
"2690","2019-11-19-15-25","Langewiesener-Strasse","50","1830184","A","D","C","R","SE","34"
"2691","2019-11-18-07-25","Langewiesener-Strasse","50","125133","M","D","C","L","SE","34"
"2692","2020-08-29-14-02","Hohenwarte","unknown","2907346","M","D","M","R","SE","12"
"2693","2019-11-19-07-25","Langewiesener-Strasse","50","2758760","M","D","C","R","SE","34"
"2694","2019-11-19-08-30","Langewiesener-Strasse","50","1611944","M","D","C","R","SE","34"
"2695","2019-10-22-08-40","Fraunhofer-IDMT","30","1873112","M","D","C","R","SE","34"
"2696","2019-11-12-09-00","Schleusinger-Allee","70","1605272","M","W","C","R","SE","34"
"2697","2019-11-18-16-40","Langewiesener-Strasse","50","1777848","A","D","C","L","SE","34"
"2698","2019-11-19-07-25","Langewiesener-Strasse","50","2482832","M","D","C","L","SE","34"
"2699","2019-11-18-07-25","Langewiesener-Strasse","50","28333","M","D","C","L","SE","34"
"2700","2019-11-12-16-00","Schleusinger-Allee","70","1301048","A","W","C","R","SE","34"
"2701","2019-11-18-16-40","Langewiesener-Strasse","50","2357085","A","D","C","L","SE","34"
"2702","2019-11-13-15-30","Schleusinger-Allee","70","384280","A","D","C","R","SE","34"
"2703","2019-11-18-16-40","Langewiesener-Strasse","50","878024","A","D","C","R","SE","34"
"2704","2020-08-29-16-07","Hohenwarte","unknown","3219893","M","D","M","R","SE","12"
"2705","2019-11-19-16-30","Langewiesener-Strasse","50","447416","A","D","C","R","SE","34"
"2706","2019-11-19-15-25","Langewiesener-Strasse","50","2078893","A","D","C","L","SE","34"
"2707","2019-11-18-07-25","Langewiesener-Strasse","50","1104920","M","D","C","L","SE","34"
"2708","2019-11-19-15-25","Langewiesener-Strasse","50","925032","A","D","C","R","SE","34"
"2709","2019-11-12-09-00","Schleusinger-Allee","70","611799","M","W","C","R","SE","34"
"2710","2019-11-19-08-30","Langewiesener-Strasse","50","1129704","M","D","C","R","SE","34"
"2711","2019-10-22-08-40","Fraunhofer-IDMT","30","612205","M","D","C","R","SE","34"
"2712","2019-10-22-15-30","Fraunhofer-IDMT","30","3528642","A","D","C","L","SE","34"
"2713","2019-11-12-09-00","Schleusinger-Allee","70","1206551","M","W","C","R","SE","34"
"2714","2019-11-13-15-55","Schleusinger-Allee","70","2531736","A","D","C","L","SE","34"
"2715","2019-10-23-08-35","Fraunhofer-IDMT","30","2507288","M","D","C","R","SE","34"
"2716","2019-11-19-16-30","Langewiesener-Strasse","50","901376","A","D","C","R","SE","34"
"2717","2019-11-19-15-25","Langewiesener-Strasse","50","2645741","A","D","C","R","SE","34"
"2718","2019-11-19-08-30","Langewiesener-Strasse","50","1096616","M","D","C","L","SE","34"
"2719","2019-11-18-15-45","Langewiesener-Strasse","50","2073613","A","D","C","L","SE","34"
"2720","2019-11-18-07-25","Langewiesener-Strasse","50","1743944","M","D","C","R","SE","34"
"2721","2019-11-19-16-30","Langewiesener-Strasse","50","597296","A","D","C","R","SE","34"
"2722","2019-11-19-16-30","Langewiesener-Strasse","50","1601336","A","D","C","R","SE","34"
"2723","2019-11-18-16-40","Langewiesener-Strasse","50","875768","A","D","C","L","SE","34"
"2724","2019-11-19-07-25","Langewiesener-Strasse","50","3586856","M","D","C","L","SE","34"
"2725","2019-11-18-16-40","Langewiesener-Strasse","50","1641608","A","D","T","L","SE","34"
"2726","2019-11-19-07-25","Langewiesener-Strasse","50","679400","M","D","T","R","SE","34"
"2727","2019-11-18-15-45","Langewiesener-Strasse","50","2595128","A","D","C","L","SE","34"
"2728","2019-11-18-16-40","Langewiesener-Strasse","50","549026","A","D","C","L","SE","34"
"2729","2019-11-12-16-00","Schleusinger-Allee","70","1442456","A","W","C","L","SE","34"
"2730","2019-11-18-07-25","Langewiesener-Strasse","50","141880","M","D","C","R","SE","34"
"2731","2019-11-19-15-25","Langewiesener-Strasse","50","2175666","A","D","C","L","SE","34"
"2732","2019-11-12-09-00","Schleusinger-Allee","70","1515320","M","W","C","L","SE","34"
"2733","2019-11-13-15-55","Schleusinger-Allee","70","2501485","A","D","C","R","SE","34"
"2734","2019-11-13-08-00","Schleusinger-Allee","70","1470296","M","W","C","L","SE","34"
"2735","2019-11-18-15-45","Langewiesener-Strasse","50","972200","A","D","C","L","SE","34"
"2736","2019-11-19-15-25","Langewiesener-Strasse","50","215160","A","D","C","L","SE","34"
"2737","2019-11-18-15-45","Langewiesener-Strasse","50","2255632","A","D","C","L","SE","34"
"2738","2019-11-13-15-55","Schleusinger-Allee","70","3507949","A","D","T","L","SE","34"
"2739","2019-11-19-07-25","Langewiesener-Strasse","50","1853792","M","D","C","L","SE","34"
"2740","2019-10-23-16-20","Fraunhofer-IDMT","30","2315458","A","D","T","L","SE","34"
"2741","2019-11-18-15-45","Langewiesener-Strasse","50","790088","A","D","C","L","SE","34"
"2742","2019-10-22-08-40","Fraunhofer-IDMT","30","2248792","M","D","C","R","SE","34"
"2743","2019-11-13-15-55","Schleusinger-Allee","70","3392066","A","D","C","R","SE","34"
"2744","2019-11-12-16-00","Schleusinger-Allee","70","548696","A","W","C","R","SE","34"
"2745","2019-11-13-15-55","Schleusinger-Allee","70","2481730","A","D","C","R","SE","34"
"2746","2019-11-18-16-40","Langewiesener-Strasse","50","559773","A","D","C","R","SE","34"
"2747","2019-11-19-07-25","Langewiesener-Strasse","50","644264","M","D","C","R","SE","34"
"2748","2019-11-19-15-25","Langewiesener-Strasse","50","3528440","A","D","C","L","SE","34"
"2749","2019-11-19-15-25","Langewiesener-Strasse","50","3028973","A","D","C","L","SE","34"
"2750","2019-11-13-15-55","Schleusinger-Allee","70","724200","A","D","C","L","SE","34"
"2751","2019-10-23-16-20","Fraunhofer-IDMT","30","3355160","A","D","B","R","SE","34"
"2752","2019-10-23-16-20","Fraunhofer-IDMT","30","814104","A","D","C","L","SE","34"
"2753","2019-10-23-08-35","Fraunhofer-IDMT","30","1194200","M","D","C","R","SE","34"
"2754","2019-11-13-15-55","Schleusinger-Allee","70","3545752","A","D","C","R","SE","34"
"2755","2019-11-19-15-25","Langewiesener-Strasse","50","2243288","A","D","T","R","SE","34"
"2756","2019-10-22-08-40","Fraunhofer-IDMT","30","550850","M","D","C","R","SE","34"
"2757","2019-11-18-15-45","Langewiesener-Strasse","50","2568560","A","D","C","R","SE","34"
"2758","2019-11-18-16-40","Langewiesener-Strasse","50","1750856","A","D","T","L","SE","34"
"2759","2019-11-19-07-25","Langewiesener-Strasse","50","1669760","M","D","C","L","SE","34"
"2760","2019-11-19-16-30","Langewiesener-Strasse","50","1507328","A","D","T","L","SE","34"
"2761","2019-11-13-15-55","Schleusinger-Allee","70","2026392","A","D","C","R","SE","34"
"2762","2019-11-12-09-00","Schleusinger-Allee","70","921058","M","W","C","R","SE","34"
"2763","2019-11-19-15-25","Langewiesener-Strasse","50","228786","A","D","C","L","SE","34"
"2764","2019-10-22-16-35","Fraunhofer-IDMT","30","1733400","A","D","C","R","SE","34"
"2765","2019-11-18-16-40","Langewiesener-Strasse","50","1520456","A","D","C","R","SE","34"
"2766","2019-11-19-15-25","Langewiesener-Strasse","50","1346119","A","D","C","R","SE","34"
"2767","2019-11-19-07-25","Langewiesener-Strasse","50","1631048","M","D","C","R","SE","34"
"2768","2019-11-13-08-00","Schleusinger-Allee","70","927800","M","W","C","R","SE","34"
"2769","2019-11-18-15-45","Langewiesener-Strasse","50","1010408","A","D","C","R","SE","34"
"2770","2019-11-19-07-25","Langewiesener-Strasse","50","1510016","M","D","C","L","SE","34"
"2771","2019-11-18-15-45","Langewiesener-Strasse","50","2092597","A","D","C","R","SE","34"
"2772","2019-11-19-15-25","Langewiesener-Strasse","50","670424","A","D","C","L","SE","34"
"2773","2019-11-19-07-25","Langewiesener-Strasse","50","1649960","M","D","C","L","SE","34"
"2774","2019-11-19-16-30","Langewiesener-Strasse","50","997280","A","D","C","R","SE","34"
"2775","2019-11-13-15-30","Schleusinger-Allee","70","340248","A","D","C","R","SE","34"
"2776","2019-11-19-15-25","Langewiesener-Strasse","50","689544","A","D","C","R","SE","34"
"2777","2019-11-19-07-25","Langewiesener-Strasse","50","50408","M","D","C","R","SE","34"
"2778","2019-11-19-07-25","Langewiesener-Strasse","50","3279656","M","D","C","R","SE","34"
"2779","2019-10-22-15-30","Fraunhofer-IDMT","30","3241101","A","D","C","L","SE","34"
"2780","2019-10-23-16-20","Fraunhofer-IDMT","30","2515309","A","D","C","L","SE","34"
"2781","2019-11-13-15-55","Schleusinger-Allee","70","211016","A","D","C","R","SE","34"
"2782","2019-11-19-07-25","Langewiesener-Strasse","50","1175119","M","D","C","L","SE","34"
"2783","2019-11-13-08-00","Schleusinger-Allee","70","2032952","M","W","C","L","SE","34"
"2784","2019-11-18-15-45","Langewiesener-Strasse","50","1922525","A","D","C","L","SE","34"
"2785","2019-11-18-16-40","Langewiesener-Strasse","50","910904","A","D","T","L","SE","34"
"2786","2019-10-23-08-35","Fraunhofer-IDMT","30","2942168","M","D","C","R","SE","34"
"2787","2019-11-19-15-25","Langewiesener-Strasse","50","2628802","A","D","C","L","SE","34"
"2788","2019-11-18-15-45","Langewiesener-Strasse","50","2359344","A","D","C","R","SE","34"
"2789","2019-11-13-15-30","Schleusinger-Allee","70","1111234","A","D","C","R","SE","34"
"2790","2019-11-18-15-45","Langewiesener-Strasse","50","1257325","A","D","C","L","SE","34"
"2791","2019-11-13-08-00","Schleusinger-Allee","70","1925048","M","W","C","R","SE","34"
"2792","2019-11-19-16-30","Langewiesener-Strasse","50","1599464","A","D","C","R","SE","34"
"2793","2019-11-18-16-40","Langewiesener-Strasse","50","681826","A","D","C","R","SE","34"
"2794","2019-11-18-15-45","Langewiesener-Strasse","50","1002104","A","D","C","L","SE","34"
"2795","2019-11-18-16-40","Langewiesener-Strasse","50","2246018","A","D","C","L","SE","34"
"2796","2019-11-18-16-40","Langewiesener-Strasse","50","1044152","A","D","C","R","SE","34"
"2797","2020-08-29-14-02","Hohenwarte","unknown","3690384","M","D","M","R","SE","12"
"2798","2019-11-18-15-45","Langewiesener-Strasse","50","1761496","A","D","C","L","SE","34"
"2799","2019-11-19-07-25","Langewiesener-Strasse","50","1724216","M","D","C","L","SE","34"
"2800","2019-11-19-07-25","Langewiesener-Strasse","50","2518664","M","D","C","R","SE","34"
"2801","2019-11-13-15-55","Schleusinger-Allee","70","1828589","A","D","C","R","SE","34"
"2802","2019-10-22-16-35","Fraunhofer-IDMT","30","432664","A","D","C","R","SE","34"
"2803","2019-11-12-10-00","Schleusinger-Allee","70","423800","M","W","T","R","SE","34"
"2804","2019-11-12-09-00","Schleusinger-Allee","70","3238808","M","W","C","L","SE","34"
"2805","2019-11-19-15-25","Langewiesener-Strasse","50","1104632","A","D","C","R","SE","34"
"2806","2019-11-12-09-00","Schleusinger-Allee","70","1464536","M","W","C","R","SE","34"
"2807","2019-11-19-15-25","Langewiesener-Strasse","50","3199704","A","D","C","R","SE","34"
"2808","2019-10-23-16-20","Fraunhofer-IDMT","30","289112","A","D","C","L","SE","34"
"2809","2019-11-13-15-55","Schleusinger-Allee","70","2309101","A","D","C","R","SE","34"
"2810","2019-11-19-07-25","Langewiesener-Strasse","50","984056","M","D","C","R","SE","34"
"2811","2019-11-19-16-30","Langewiesener-Strasse","50","963728","A","D","C","R","SE","34"
"2812","2020-08-29-16-07","Hohenwarte","unknown","2736744","M","D","M","L","SE","12"
"2813","2019-11-19-15-25","Langewiesener-Strasse","50","1131032","A","D","C","R","SE","34"
"2814","2019-11-18-07-25","Langewiesener-Strasse","50","853784","M","D","C","R","SE","34"
"2815","2019-11-13-15-30","Schleusinger-Allee","70","25026","A","D","T","L","SE","34"
"2816","2019-11-19-07-25","Langewiesener-Strasse","50","2351239","M","D","T","L","SE","34"
"2817","2020-08-29-12-07","Hohenwarte","unknown","863046","M","D","M","R","SE","12"
"2818","2019-11-19-07-25","Langewiesener-Strasse","50","3471776","M","D","C","L","SE","34"
"2819","2019-11-19-15-25","Langewiesener-Strasse","50","3041666","A","D","C","R","SE","34"
"2820","2019-11-19-15-25","Langewiesener-Strasse","50","378848","A","D","C","R","SE","34"
"2821","2019-11-19-16-30","Langewiesener-Strasse","50","1937960","A","D","C","R","SE","34"
"2822","2019-11-13-08-00","Schleusinger-Allee","70","1909640","M","W","C","L","SE","34"
"2823","2019-11-12-09-00","Schleusinger-Allee","70","3453944","M","W","C","R","SE","34"
"2824","2019-10-22-16-35","Fraunhofer-IDMT","30","192728","A","D","C","R","SE","34"
"2825","2019-10-22-08-40","Fraunhofer-IDMT","30","953538","M","D","C","R","SE","34"
"2826","2020-08-29-14-02","Hohenwarte","unknown","3317733","M","D","M","L","SE","12"
"2827","2019-11-19-15-25","Langewiesener-Strasse","50","1852584","A","D","C","R","SE","34"
"2828","2019-11-19-15-25","Langewiesener-Strasse","50","3554648","A","D","C","R","SE","34"
"2829","2020-08-29-14-02","Hohenwarte","unknown","5124908","M","D","M","R","SE","12"
"2830","2019-11-19-15-25","Langewiesener-Strasse","50","109338","A","D","T","L","SE","34"
"2831","2019-11-12-16-00","Schleusinger-Allee","70","1592984","A","W","C","R","SE","34"
"2832","2019-11-19-15-25","Langewiesener-Strasse","50","2549208","A","D","C","L","SE","34"
"2833","2019-11-13-15-30","Schleusinger-Allee","70","1176770","A","D","C","R","SE","34"
"2834","2019-11-19-15-25","Langewiesener-Strasse","50","3589736","A","D","B","L","SE","34"
